Nb,Name,Label,Type,AtCenter,CMx (pix),CMy (pix),CMz (pix),CMx (unit),CMy (unit),CMz (unit),IntDen,Min,Max,Mean,Sigma,
0,obj1-val1,1,0,16.0,99.67658737845272,53.93285844341998,8.882055553403324,23.23465200056148,12.571770666371092,17.88989946240164,206504.0,0.0,142.0,27.849494268374915,20.930395894395545,
1,obj2-val2,2,0,60.0,135.6356413324799,53.78737511479698,6.080698800545459,31.61672172089629,12.537858444842033,12.247512926354334,143732.0,0.0,152.0,20.794560185185187,26.422625813734516,
2,obj3-val5,5,0,11.0,115.0897003187629,58.82034016081533,12.138799730871469,26.82745473219746,13.711044590664127,24.44951007948932,181326.0,0.0,155.0,36.106332138590204,33.54279569930972,
3,obj4-val6,6,0,13.0,141.68508835986563,59.499941580254124,5.813509566233387,33.02685021921126,13.869459950730532,11.709350503192333,68470.0,0.0,127.0,17.04505850136918,25.825855491258977,
4,obj5-val7,7,0,8.0,78.215259009009,87.71655405405406,5.891779279279279,18.232007856650952,20.44676349518521,11.866998390995231,35520.0,0.0,73.0,7.666738614288798,6.578794445808696,
5,obj6-val8,8,0,47.0,64.09787683300542,45.40239396162257,9.43825539703977,14.941240479423511,10.58331601668313,19.0101760947457,145867.0,1.0,107.0,21.878956052197392,17.974760271859026,
6,obj7-val9,9,0,52.0,77.86378373814415,61.21199515915679,8.15425121724691,18.150078831790363,14.268540318130013,16.423983568963074,355310.0,1.0,145.0,40.76993689041882,25.383041538304408,
7,obj8-val10,10,0,14.0,160.2704837117473,45.73981102806374,6.132632914962628,37.35911323754942,10.661968068523999,12.35211665012141,14182.0,0.0,44.0,3.0637286670987254,3.48413492941894,
8,obj9-val11,11,0,44.0,126.92148025342925,74.46150449666135,10.445204880304248,29.585447321624997,17.357006192932385,21.038335557497124,240067.0,1.0,156.0,43.82384081781672,29.335458209170874,
9,obj10-val12,12,0,23.0,39.570610004836304,41.01745274092142,11.458348227740746,9.22392486634287,9.561184481229573,23.07897046657457,285342.0,0.0,181.0,45.41492917396148,44.3887870854577,
10,obj11-val14,14,0,65.0,54.87176139434652,71.0844862804557,10.268880605920216,12.790629316138572,16.569821909072598,20.683189890759817,142461.0,0.0,91.0,23.2703364913427,18.29575854596445,
11,obj12-val16,16,0,179.0,93.00145287691313,86.60448353478448,10.023662377427064,21.67867550418174,20.187539416643993,20.189280634314127,230577.0,0.0,236.0,41.665522226237805,50.56892997097804,
12,obj13-val18,18,0,3.0,158.40519050248483,50.77962451684152,11.427664273881833,36.924312651613704,11.836750589066037,23.017168010336317,18110.0,0.0,49.0,5.272197962154294,4.9787695717777645,
13,obj14-val19,19,0,1.0,102.41382432840327,102.92936915182614,11.371264714760036,23.872703017835043,23.992876720386086,22.903570157187772,3313.0,0.0,33.0,1.137706043956044,3.013868087805962,
14,obj15-val20,20,0,14.0,120.6523008480467,93.6818087029056,9.372289031002364,28.124099118961322,21.83726671671463,18.877309141908754,57544.0,0.0,79.0,17.80996595481275,19.773902486217644,
15,obj16-val23,23,0,4.0,29.485580870279147,30.30916461412151,13.902093596059114,6.8731005803218865,7.065078277239241,28.001069713541536,19488.0,0.0,37.0,7.23653917564055,4.780793846350882,
